name,category,latitude,longitude,distance,bike_location,rating,popularity,price
Happy Chicks,Bar,30.267712,-97.740709,71,"30.26756,-97.7415",7.6,0.9369416419386746,2.0
The Parish,Rock Club,30.267675,-97.740759,72,"30.26756,-97.7415",,,
J. Stephens,Cocktail Bar,30.267848,-97.740688,77,"30.26756,-97.7415",,0.5954737883283877,3.0
The Chuggin' Monkey,Music Venue,30.26733,-97.7407,78,"30.26756,-97.7415",6.6,0.8537527200791296,1.0
Salesforce Cloud Lounge,Night Club,30.266989,-97.742064,83,"30.26756,-97.7415",,0.34583580613254206,3.0
Bbg's,Night Club,30.267848,-97.740688,84,"30.26756,-97.7415",,,
Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,84,"30.26756,-97.7415",,,
Venue 222,Music Venue,30.267626,-97.740584,91,"30.26756,-97.7415",,0.8540059347181009,
Eden Cocktail Room,Cocktail Bar,30.267958,-97.740666,91,"30.26756,-97.7415",,0.915188921859545,3.0
Jimmy John's,Deli,30.267851,-97.742551,93,"30.26756,-97.7415",6.6,0.916811078140455,1.0
Bat Bar,Night Club,30.267584,-97.740522,93,"30.26756,-97.7415",,,
The British Music Embassy,Arts and Entertainment,30.267083,-97.740669,95,"30.26756,-97.7415",,,
Darwin's Pub,Cocktail Bar,30.26733,-97.7407,97,"30.26756,-97.7415",6.7,0.9604272997032641,
The Squeezery,Coffee Shop,30.268448,-97.741561,98,"30.26756,-97.7415",,,
Latitude 30,Bar,30.267101,-97.740804,100,"30.26756,-97.7415",5.8,0.41797032640949555,2.0
Recess Arcade Bar,Bar,30.267626,-97.740584,101,"30.26756,-97.7415",5.9,0.9567398615232443,2.0
Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,102,"30.26756,-97.7415",,,
The Good Life Bar Bar,Lounge,30.266578,-97.741576,104,"30.26756,-97.7415",7.9,0.14888229475766568,2.0
Roxy,Night Club,30.267745,-97.740428,104,"30.26756,-97.7415",,,
Wax Myrtle's,Cocktail Bar,30.26684,-97.740833,105,"30.26756,-97.7415",7.7,0.9876557863501484,2.0
Floppy Disk Repair Co.,Speakeasy,30.266946,-97.742002,106,"30.26756,-97.7415",8.4,0.9844272997032641,3.0
Cava,Restaurant,30.267843,-97.74276,110,"30.26756,-97.7415",8.2,0.9758971315529179,2.0
Parkside,American Restaurant,30.267139,-97.740309,111,"30.26756,-97.7415",8.2,0.9730405539070227,3.0
The Driskill Bar,Hotel Bar,30.267923,-97.741781,116,"30.26756,-97.7415",8.5,0.9792838773491592,3.0
Pizzeria Papparazzi,Pizzeria,30.267505,-97.740189,116,"30.26756,-97.7415",5.8,0.8848189910979228,1.0
San Jac Saloon,Music Venue,30.267462,-97.740127,119,"30.26756,-97.7415",8.6,0.9854559841740851,3.0
Here Nor There,Cocktail Bar,30.268516,-97.741551,120,"30.26756,-97.7415",8.6,0.9689653808110782,3.0
Driskill Grill,American Restaurant,30.267955,-97.7415,128,"30.26756,-97.7415",7.8,0.8498674579624135,2.0
The Onion,Pizzeria,30.266377,-97.742159,128,"30.26756,-97.7415",6.5,0.9633313550939664,1.0
Valentine & Friends,Night Club,30.26719,-97.740169,134,"30.26756,-97.7415",,,
Slake Cafe,Café,30.268881,-97.741425,135,"30.26756,-97.7415",8.0,0.9492779426310584,1.0
The Nook Amphitheater,Music Venue,30.267097,-97.740252,140,"30.26756,-97.7415",6.7,0.877570722057369,
Frullati Cafe & Bakery,Bakery,30.266831,-97.74271,141,"30.26756,-97.7415",,,
Terminal Six,Arts and Entertainment,30.267487,-97.740054,150,"30.26756,-97.7415",,0.10189515331355094,
Midnight Cowboy,Cocktail Bar,30.267147,-97.740107,151,"30.26756,-97.7415",8.5,0.9650959446092977,3.0
Buck Wild,Bar,30.267487,-97.740054,153,"30.26756,-97.7415",5.4,0.9485103857566766,2.0
Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,159,"30.26756,-97.7415",8.4,0.9340613254203759,
The Dirty 6,Bar,30.267151,-97.740658,218,"30.26756,-97.7415",,0.8537131552917903,2.0
Toulouse,Bar,30.268417,-97.741518,257,"30.26756,-97.7415",5.9,0.282864490603363,1.0
Zax Pints & Plates,Bar,30.258956,-97.748213,59,"30.25866,-97.74895",7.2,0.8951691394658754,2.0
Zax Restaurant & Bar,Restaurant,30.258835,-97.748332,62,"30.25866,-97.74895",,,
Aussie's Volleybar & Grill,Sports Bar,30.258956,-97.748213,70,"30.25866,-97.74895",6.7,0.9830346191889219,1.0
Velvet Taco,Restaurant,30.268007,-97.743217,40,"30.26822,-97.74285",8.3,0.9925618199802176,1.0
Ze Crepes,Creperie,30.267966,-97.743219,45,"30.26822,-97.74285",,,
Cava,Restaurant,30.267843,-97.74276,50,"30.26822,-97.74285",8.2,0.9758971315529179,2.0
Punch Bowl Austin Congress,American Restaurant,30.268007,-97.743217,55,"30.26822,-97.74285",,0.9813728981206726,2.0
Jimmy John's,Deli,30.267851,-97.742551,57,"30.26822,-97.74285",6.6,0.916811078140455,1.0
Ruth's Chris Steak House,Restaurant,30.268135,-97.743465,63,"30.26822,-97.74285",7.8,0.975192878338279,4.0
Simi Estiatorio,American Restaurant,30.268105,-97.742374,67,"30.26822,-97.74285",,0.9066033630069238,2.0
Creamy Wheels,Ice Cream Parlor,30.268044,-97.742176,67,"30.26822,-97.74285",,,
Scarbrough Building Restaurant,Restaurant,30.267711,-97.743332,73,"30.26822,-97.74285",,,
Chick-Fil-A,American Restaurant,30.268432,-97.743586,74,"30.26822,-97.74285",,,
Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,83,"30.26822,-97.74285",8.4,0.9340613254203759,
1886 Cafe & Bakery,Bakery,30.267948,-97.741708,95,"30.26822,-97.74285",8.5,0.9852502472799208,2.0
Dolph Briscoe Center for American History,History Museum,30.2674,-97.742552,95,"30.26822,-97.74285",,,
Roaring Fork,American Restaurant,30.269081,-97.742153,103,"30.26822,-97.74285",7.7,0.9716478733926805,2.0
The Contemporary Austin - Jones Center,Museum,30.269177,-97.742621,106,"30.26822,-97.74285",8.6,0.9716003956478734,
Contemporary Austin,Museum,30.269177,-97.742621,108,"30.26822,-97.74285",,,
The Contemporary Austin La Dolce Vita,Art Museum,30.269177,-97.742621,108,"30.26822,-97.74285",,,
Comedor,Latin American Restaurant,30.267724,-97.744228,110,"30.26822,-97.74285",8.0,0.9790227497527201,1.0
Chinatown Westlake,Chinese Restaurant,30.267153,-97.743061,120,"30.26822,-97.74285",,,
Stephen F's Bar & Terrace,Hotel Bar,30.269174,-97.74207,123,"30.26822,-97.74285",7.1,0.9412462908011869,3.0
Driskill Grill,American Restaurant,30.267955,-97.7415,124,"30.26822,-97.74285",7.8,0.8498674579624135,2.0
Victorian Room at the Driskill,Music Venue,30.267948,-97.741708,126,"30.26822,-97.74285",7.8,0.9769337289812067,
The Squeezery,Coffee Shop,30.268448,-97.741561,126,"30.26822,-97.74285",,,
Summit Rooftop Lounge,Lounge,30.267689,-97.743957,127,"30.26822,-97.74285",,0.917895153313551,2.0
The Driskill Bar,Hotel Bar,30.267923,-97.741781,129,"30.26822,-97.74285",8.5,0.9792838773491592,3.0
Summit,Night Club,30.267621,-97.743968,129,"30.26822,-97.74285",7.1,0.9601740850642928,2.0
Small Victory,Cocktail Bar,30.268899,-97.74156,130,"30.26822,-97.74285",8.1,0.9544292779426311,3.0
House of the Rising Tanuki - San,Asian Restaurant,30.267578,-97.743905,132,"30.26822,-97.74285",,0.8652027695351138,2.0
Garage,Cocktail Bar,30.267868,-97.743998,135,"30.26822,-97.74285",8.6,0.9883363006923838,2.0
Svante's Stuffed Burger,Burger Joint,30.267724,-97.744228,143,"30.26822,-97.74285",,,
Perrys Steak House And,Steakhouse,30.269395,-97.743485,150,"30.26822,-97.74285",8.7,0.9960672601384768,3.0
Here Nor There,Cocktail Bar,30.268516,-97.741551,150,"30.26822,-97.74285",8.6,0.9689653808110782,3.0
Toulouse,Bar,30.268417,-97.741518,405,"30.26822,-97.74285",5.9,0.282864490603363,1.0
Evil Wiener,Hot Dog Joint,30.266935,-97.74297,1830,"30.26822,-97.74285",,0.6265163204747775,1.0
Frullati Cafe,Café,30.272569,-97.74099,27,"30.2726,-97.74127",,,
Blue Dalilia Bistro,Restaurant,30.272551,-97.740855,40,"30.2726,-97.74127",,,
My Thai Mom,Thai Restaurant,30.272121,-97.741543,69,"30.2726,-97.74127",6.4,0.9213293768545994,2.0
Old Bakery and Emporium,Bakery,30.272121,-97.741543,71,"30.2726,-97.74127",6.8,0.93902274975272,
Bob the Baker,Bakery,30.272794,-97.740333,92,"30.2726,-97.74127",,,
Quiznos,Fast Food Restaurant,30.271638,-97.741825,108,"30.2726,-97.74127",5.9,0.9483837784371909,1.0
Emojis Grilled Cheese Bar,Restaurant,30.271688,-97.741679,108,"30.2726,-97.74127",,,
Lavazza Espression,Coffee Shop,30.271392,-97.741794,135,"30.2726,-97.74127",6.6,0.18646884272997033,1.0
Chi'Lantro,Fast Food Restaurant,30.270176,-97.741776,21,"30.26978,-97.74224",8.3,0.13643521266073194,1.0
Caffé Medici,Coffee Shop,30.270247,-97.742317,38,"30.26978,-97.74224",8.6,0.9091196834817012,1.0
Hickory Street,Restaurant,30.270015,-97.74187,44,"30.26978,-97.74224",,,
Paramount Theatre for The Performing Arts,Music Venue,30.269403,-97.741965,49,"30.26978,-97.74224",,,
Chipotle Mexican Grill,Fast Food Restaurant,30.270015,-97.74187,57,"30.26978,-97.74224",7.6,0.974164193867458,1.0
The Contemporary Austin - Jones Center,Museum,30.269177,-97.742621,76,"30.26978,-97.74224",8.6,0.9716003956478734,
Contemporary Austin,Museum,30.269177,-97.742621,76,"30.26978,-97.74224",,,
The Contemporary Austin La Dolce Vita,Art Museum,30.269177,-97.742621,76,"30.26978,-97.74224",,,
Roaring Fork,American Restaurant,30.269081,-97.742153,83,"30.26978,-97.74224",7.7,0.9716478733926805,2.0
Stephen F's Bar & Terrace,Hotel Bar,30.269174,-97.74207,85,"30.26978,-97.74224",7.1,0.9412462908011869,3.0
Biderman's Deli,Bagel Shop,30.26984,-97.741069,94,"30.26978,-97.74224",7.2,0.24366369930761622,1.0
Upstairs at Caroline,Cocktail Bar,30.268716,-97.742279,107,"30.26978,-97.74224",8.4,0.9340613254203759,
Chi Lantro Catering Ll,BBQ Joint,30.27048,-97.741452,108,"30.26978,-97.74224",,,
Small Victory,Cocktail Bar,30.268899,-97.74156,120,"30.26978,-97.74224",8.1,0.9544292779426311,3.0
Product Test,Cajun / Creole Restaurant,30.26924,-97.741157,120,"30.26978,-97.74224",,,
Lucky Lab Coffee Co.,Coffee Shop,30.269321,-97.74108,124,"30.26978,-97.74224",,0.8974401582591494,1.0
Athenian Grill,Bar,30.269574,-97.743526,125,"30.26978,-97.74224",,,
The Hideout Th,Café,30.268555,-97.742373,136,"30.26978,-97.74224",,,
Perrys Steak House And,Steakhouse,30.269395,-97.743485,145,"30.26978,-97.74224",8.7,0.9960672601384768,3.0
Slake Cafe,Café,30.268881,-97.741425,152,"30.26978,-97.74224",8.0,0.9492779426310584,1.0
The Iron Bear,Night Club,30.269989,-97.743255,303,"30.26978,-97.74224",7.4,0.9868328387734916,1.0
Barton Springs Splash! Exhibit,Science Museum,30.264871,-97.768418,40,"30.2659,-97.76822",8.4,0.4034975272007913,
Guero's Taco Bar,Mexican Restaurant,30.248901,-97.750327,27,"30.24891,-97.75019",7.8,0.987782393669634,2.0
Home Slice Pizza,Pizzeria,30.249288,-97.749577,42,"30.24891,-97.75019",9.3,0.9974520276953511,2.0
More Home Slice,Pizzeria,30.249288,-97.749577,56,"30.24891,-97.75019",8.6,0.907948565776459,2.0
Hopdoddy Burger Bar,Bar,30.24961,-97.749881,86,"30.24891,-97.75019",9.3,0.9831058358061325,2.0
The Mighty Cone,Ice Cream Parlor,30.247924,-97.750548,114,"30.24891,-97.75019",,,
Perla's,Seafood Restaurant,30.249749,-97.749919,117,"30.24891,-97.75019",8.8,0.9809930761622156,3.0
Divercity Grill,Sandwich Restaurant,30.247899,-97.75062,119,"30.24891,-97.75019",,,
Burro Artisan Grilled Cheese,Sandwich Restaurant,30.247692,-97.7501,121,"30.24891,-97.75019",8.1,0.8750148367952523,1.0
Coat & Thai,Thai Restaurant,30.247788,-97.750569,129,"30.24891,-97.75019",,,
Otoko,Sushi Restaurant,30.247581,-97.750049,138,"30.24891,-97.75019",8.4,0.8760751730959446,2.0
GFY Kitchen,Bakery,30.267365,-97.746769,40,"30.26727,-97.74718",,,
Domino's Pizza,Pizzeria,30.267755,-97.74657,76,"30.26727,-97.74718",6.5,0.7092700296735905,1.0
Perfect Strangers,Restaurant,30.267122,-97.745978,94,"30.26727,-97.74718",,0.9869910979228487,2.0
Macs Meals,Café,30.266567,-97.747031,100,"30.26727,-97.74718",,0.034627101879327396,1.0
The Roosevelt Room & E,Music Venue,30.267634,-97.746175,110,"30.26727,-97.74718",9.1,0.9938991097922849,3.0
Rebels Honky Tonk,Night Club,30.267752,-97.746018,123,"30.26727,-97.74718",,,
Hudson On Fifth,Wine Bar,30.267709,-97.745956,127,"30.26727,-97.74718",,,
The Eleanor,Night Club,30.267702,-97.746164,135,"30.26727,-97.74718",6.8,0.8760356083086054,1.0
Turf N Surf Po' Boy,American Restaurant,30.267044,-97.745645,139,"30.26727,-97.74718",8.7,0.8883165182987142,2.0
Lavaca Street Bar & Grill,Bar,30.267121,-97.745692,140,"30.26727,-97.74718",7.5,0.9865875370919881,2.0
Group Therapy,Restaurant,30.267122,-97.745978,187,"30.26727,-97.74718",,0.9745281899109792,2.0
Zax Restaurant & Bar,Restaurant,30.258835,-97.748332,146,"30.25941,-97.74971",,,
Capitol Cafe,Restaurant,30.272255,-97.738346,126,"30.27336,-97.73805",,,
Capitol Visitors Center,History Museum,30.272652,-97.739251,145,"30.27336,-97.73805",9.0,0.964431256181998,
